,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 860,1,1,1,1,1,1,1,1,1,1,1,1,0.824655483047478,0.821983076458797,0.75814488730533,0.787514182647225,0.688931362763047,0.698163097038865,0.734824632458855,0.914812598195858,0.854526541789062,0.894052399329841,0.881657858252525,0.919286408894695,0.953522544242442,0.99513226468116,0.959523219279945,0.973004383016378,0.989834916703403,0.938768416885287,0.959496293850243
Sample No. 861,1,1,1,1,1,1,1,1,1,1,1,0.767368951126933,0.781239467546344,0.785189375084825,0.769372424182016,0.765671397281345,0.789555738041177,0.712025623967871,0.838320336955599,0.884807787852362,0.846323655648157,0.869047986200079,0.874492050149478,0.98874118603766,0.973368941228837,0.997985202018172,0.937635805662721,0.946699788719416,0.968184753954411,0.973823575824499,0.944847951401025
Sample No. 862,1,1,1,1,1,1,1,1,1,0.686659285404254,0.748122239195742,0.723072719424032,0.68835588371288,0.692446310225874,0.809993964120746,0.764421539533883,0.911843287240714,0.843246621666476,0.872498044159263,0.882781774078496,0.907034360654652,0.940111826751381,0.983233791925013,0.965893886685371,0.999879564214498,0.97375530635938,0.926255419496447,0.983231927901506,0.971630585659295,1,1
Sample No. 863,1,1,1,1,0.821168821364641,0.719039918285795,0.756057951309718,0.698456241669133,0.719785698085558,0.722604009929579,0.760483245261945,0.896252103700303,0.870313650357537,0.916649230229668,0.842133337309584,0.89361950118281,0.991870240792632,0.979560494422913,0.931310397665948,0.991537503097206,0.970688086692244,0.95863417506218,0.934949986804277,0.922179056964815,1,1,1,1,1,1,1
Sample No. 864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.707909346408211,0.732565230702981,0.832079629764426,0.802542932973243,0.768811610703357,0.763366915834136,0.810347362900153,0.886509523796849,0.89098862602748,0.875345886806026,0.836566994616762,0.895073844369501,0.927687599174678,0.977506111189723,0.984730758909136
Sample No. 865,1,1,1,1,1,1,1,1,1,1,1,0.742403052783571,0.727378057200927,0.768751743064728,0.689350786562078,0.711978815858252,0.808805107664317,0.688690225467086,0.906928449362516,0.858409874480218,0.850930496272631,0.836702672312967,0.89588038712088,0.93463922271505,0.950740770548582,0.966486589573324,0.977776077259332,0.934565631859005,0.973151903469116,0.983251892104745,0.945551996864379
Sample No. 866,1,1,1,1,1,1,1,0.778287285567727,0.760855989124626,0.691455852090381,0.714278928902,0.800014839811716,0.72589323808346,0.725136280631647,0.867897396249697,0.909551608428359,0.884561066376045,0.892823742392473,0.849334474321455,0.940415280088782,0.94835737220943,0.924253994300962,0.936029215510935,0.965901062805206,0.974946112316102,0.925864652581513,0.966404316071421,1,1,1,1
Sample No. 867,1,1,1,1,1,1,1,1,1,1,1,1,1,0.748409737531561,0.752126653936226,0.763161196584348,0.792480660324451,0.737758356124628,0.774434441096615,0.745857389552053,0.87146266465541,0.918116119083017,0.913054264224134,0.880447983036749,0.884370678701438,0.981831011474133,0.991380201820284,0.92730955131352,0.925145302843303,0.961048243492842,0.97905252257362
Sample No. 868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 869,1,1,1,1,1,1,1,1,1,1,1,0.755481200410519,0.832957789151929,0.766825248640031,0.70531949412683,0.83389280424593,0.722562380124815,0.747469037132338,0.919222191334702,0.857558827427216,0.857140023218468,0.860515642803162,0.849249244358391,0.951271216608584,0.99133137607947,0.980630866158754,0.950145641192794,0.984813085142523,0.926949657462537,0.926705938838422,0.938153120223433
Sample No. 870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.793680469728075
Sample No. 871,1,1,1,1,1,1,0.700176149247214,0.831165619545151,0.720251397498883,0.775927517087199,0.769848277677316,0.748835595454089,0.700369697519578,0.877815525246784,0.911441503243521,0.858527900933288,0.897453677384183,0.876357060396112,0.99676031794399,0.99778718708083,0.981907643303275,0.963271371386945,0.963993312940001,0.959256896227598,0.998720256220549,0.936022182013839,1,1,1,1,1
Sample No. 872,1,1,0.719830415015109,0.74336597123323,0.819182817976922,0.733916946699843,0.718335178274661,0.817361993786413,0.749326595188119,0.863821045363322,0.88062561548315,0.855720052780583,0.869090110203251,0.896074761823751,0.986851568315178,0.992237025145441,0.951927873585373,0.9227735292539,0.9353087188676,0.983384558260441,0.970083052944392,0.922885731700808,1,1,1,1,1,1,1,1,1
Sample No. 873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.76858730894886,0.820242578980047,0.82463720044028,0.759311887565069,0.775532142924145,0.746655080818105,0.70625979278842
Sample No. 874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.728030514427461,0.691410623899661,0.807864717325661,0.72270470075449,0.770296107676346,0.738231374965049,0.813044578734785,0.843284585457295,0.883447046842426,0.869413056871854,0.864448288348503
Sample No. 875,1,1,1,1,1,1,1,0.759552180069964,0.754294884613715,0.826819648676552,0.80856828697864,0.720336507588159,0.71160123144649,0.762937126729172,0.91735692916438,0.917146315876395,0.919984823675826,0.874789600109682,0.838800941442139,0.979778631608933,0.960215423852205,0.924767322279513,0.927475963104516,0.925542935933918,0.968142689801753,0.930121847819537,0.93920177096501,1,1,1,1
Sample No. 876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.733615217464045,0.805078038400039,0.760802682246081,0.802984661191236,0.7656833859873,0.825164042065386,0.694937245781999,0.87039361573942,0.845583669957705,0.840679184478708,0.839210650738329,0.902104897218756,0.936697400063276,0.986034341864288,0.926426239889115,0.984848149027675
Sample No. 877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.734145746428054,0.736627247453667,0.773654485204257,0.748740967783611,0.793323848665692,0.803614390258677,0.751392765088473,0.851077929501422,0.844154444213957,0.882154591741972,0.849246147463098,0.905317336593755,0.96971391228959
Sample No. 878,1,1,1,1,1,1,1,1,1,1,0.790910259391181,0.754735460599419,0.808277087159455,0.704346205621492,0.81491692079138,0.725452066738159,0.747589795525651,0.912624914444052,0.842876381620765,0.913265808520839,0.871781231595203,0.89230900894478,0.954420271012932,0.939179289117456,0.972803026922047,0.992267867922783,0.938575727324933,0.984600402098149,0.945098223686218,0.95536125112325,1
Sample No. 879,1,0.73444143447699,0.715286570777185,0.71847182557825,0.74904182400927,0.780701647758484,0.738553603507113,0.779722357321531,0.842744181296788,0.895386452974752,0.89230405652523,0.852807621660642,0.836801525673829,0.929539244715124,0.99298943836242,0.939429346416146,0.959493990726769,0.941833397652954,0.982887748945504,0.936915277726948,0.950830457117409,1,1,1,1,1,1,1,1,1,1
Sample No. 880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.809755981319118,0.808325933119282,0.736678967428394,0.693306075876113,0.698136655556969,0.762901846600231,0.689651599760633,0.878031732879579,0.88729195580259,0.842441905063577
Sample No. 881,1,1,1,1,1,1,1,0.709581688536797,0.734826946562622,0.831127927104477,0.786860481755808,0.815235310561489,0.799767187891062,0.822513192264829,0.861044987120666,0.910528486190364,0.838132379549555,0.8500025127111,0.862284131738357,0.980811334662139,0.969626257866621,0.997212029099464,0.923932991996408,0.995652811489999,0.93940717915073,0.972101900484413,0.970686930790544,1,1,1,1
Sample No. 882,1,1,0.748165058741812,0.782493711753283,0.82395281186467,0.755958708842751,0.706265478722286,0.741178725894075,0.73559365464747,0.884558555196971,0.846960831713863,0.886857507193461,0.890013212790713,0.853152576438151,0.972613840084523,0.959893206618726,0.929974221736193,0.93027425583452,0.949383930210024,0.923806672506034,0.965638862941414,0.999527040142566,1,1,1,1,1,1,1,1,1
Sample No. 883,1,1,1,1,1,1,1,1,1,1,1,1,0.699004987407476,0.829627572932746,0.722544367030729,0.688714409842156,0.736447749556042,0.824906020892318,0.783854801896028,0.888617561017163,0.916294789697044,0.851082760995254,0.879455476774834,0.861089105038904,0.99886204008013,0.926405643336475,0.945098365079612,0.974875586181879,0.944226854350418,0.928394114561379,0.928673371598125
Sample No. 884,1,1,1,0.762435464096721,0.755468155968934,0.795582086000592,0.732364211011678,0.724100132637192,0.821205058881547,0.790594748804811,0.891033972193487,0.890945636475459,0.895366952778772,0.916150075722486,0.872271172963083,0.991770890783519,0.993969334531575,0.955876231361181,0.941080288086087,0.942651082724333,0.926686314698309,0.974369616191834,0.99033002730459,1,1,1,1,1,1,1,1
Sample No. 885,1,0.752263953177258,0.703510167078581,0.815027096368372,0.703705334315542,0.753011455493048,0.783325456666294,0.819180959464517,0.877969580679201,0.872611037966795,0.903670550953597,0.889451825231314,0.916000972162001,0.957854512576014,0.961497423555702,0.933238203153014,0.944693443961442,0.930659143403173,0.985885857958347,0.982204059716314,0.938352229911834,1,1,1,1,1,1,1,1,1,1
Sample No. 886,1,1,0.691428038805258,0.703929967993405,0.712405495556537,0.717950250617229,0.70756229999382,0.791372918967623,0.786835826457478,0.872381568402983,0.879469604391605,0.865652452557348,0.842376356968656,0.8921861490421,0.964382723383606,0.953935352768749,0.92121639739722,0.997501645442098,0.92136916231364,0.992993361447006,0.941620024591684,0.923430632259697,1,1,1,1,1,1,1,1,1
Sample No. 887,1,1,1,1,1,1,1,1,1,1,1,1,1,0.813184743783437,0.832917689742986,0.693303252955899,0.773256999814417,0.720508812660351,0.772982163251378,0.83401763104042,0.901318096945062,0.851434825493023,0.851830684521236,0.910216786200181,0.865240872071125,0.974226245936006,0.954420322719961,0.993110805340111,0.963586444072425,0.950231635272503,0.92562298482284
Sample No. 888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.774846772303805,0.835223798746243,0.714986834792886,0.738851851354353,0.760520393752027,0.695349445812404,0.770414574073162,0.849328658993356,0.916226063561626,0.847256310427561,0.869265382769518,0.853630251013674,0.937861232049763,0.956559322327375,0.95849458893761,0.99950830521062
Sample No. 889,1,1,1,0.721144170280546,0.835037062376738,0.695738032170571,0.821876512085088,0.781708139601629,0.798602332874667,0.752297424666118,0.882581802996807,0.877660599004477,0.845922482009977,0.856802538747899,0.840626093062572,0.970854097586125,0.928307346310467,0.981411425508559,0.954903427548706,0.951558744739741,0.989835900813341,0.944075609277934,0.943710884023458,1,1,1,1,1,1,1,1
Sample No. 890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833692970838398,0.793699467486236,0.735392594164237,0.833350464970805,0.785661952583119,0.690981973720714,0.794581499487627,0.893128838817589,0.878319770368747,0.916086460229009,0.843799554732628
Sample No. 891,1,1,1,1,0.760422284169123,0.688875681151636,0.695116228227504,0.80301280468842,0.780132242898922,0.724902336300816,0.794650652668439,0.856244889911264,0.897933286966756,0.867040365065448,0.847090258021839,0.870473770655692,0.973250942695886,0.987078508008271,0.944495273903012,0.971005442067981,0.954326152764261,0.928891380690038,0.968163301348686,0.921507486104965,1,1,1,1,1,1,1
Sample No. 892,1,1,1,1,1,0.795960220754147,0.814005311184097,0.77141774423793,0.724995799969416,0.798496946123429,0.780613505131565,0.794433939889073,0.848396404209547,0.902408870812506,0.845274400060065,0.855443884728476,0.874161753493361,0.958143117800355,0.925083265006542,0.922613682821393,0.96911230482161,0.938625321630388,0.984633942414075,0.933483986463398,0.928189339563251,1,1,1,1,1,1
Sample No. 893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.717338709965348,0.733443706542254,0.70538143754378,0.800258530864026,0.690809282417409,0.745291644894984,0.802060729732271,0.868211105722934,0.861911819957197,0.846678443155251,0.839587422708981,0.864630228179507
Sample No. 894,1,1,1,1,1,0.741936947581358,0.721747523279861,0.745977521223482,0.738017177944072,0.813335637214128,0.771047584236599,0.72437906770641,0.889174310000613,0.915217343787663,0.917656440554187,0.919647229153663,0.863960007474758,0.935441986508668,0.981730117090046,0.971633113101125,0.926824594121426,0.984362588897348,0.982835884802043,0.97565730271861,0.956162234451622,1,1,1,1,1,1
Sample No. 895,1,1,0.800888176182285,0.77116990976641,0.771802555561531,0.731889314101078,0.727949503961951,0.696856433596928,0.68768846786255,0.904045651849359,0.89394534375146,0.87454776739236,0.894601846633479,0.845813255870715,0.935103101655841,0.958398273587227,0.981262190751731,0.941220413800329,0.960867749098688,0.971369351614267,0.975568813476712,0.950526046920568,1,1,1,1,1,1,1,1,1
Sample No. 896,1,1,1,1,1,1,1,1,1,0.71594227190502,0.699895209541079,0.745205623099115,0.746651190881617,0.820633966500405,0.698971969204955,0.729937002122402,0.916346697926521,0.895201613273472,0.914880889483728,0.855104728791863,0.875047372256406,0.969426167234778,0.994653039686382,0.963492123764008,0.962098517622799,0.93071866357699,0.994879120960832,0.962942280396819,0.943400237895548,1,1
Sample No. 897,1,1,1,1,1,1,0.796706605238374,0.814759206132963,0.688234720718116,0.828031870246865,0.758274913324509,0.736018474925309,0.784891580314375,0.866279956423677,0.868822631415911,0.902100588914938,0.837479842573404,0.908619447208941,0.949855080991983,0.962548880521208,0.999695946350694,0.964315963443369,0.997957081273198,0.931688265819103,0.922522904407233,0.981937519051135,1,1,1,1,1
Sample No. 898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.686283169746399,0.731592643343844,0.747687459680252,0.770462182130665,0.722639807012398,0.736341014645528,0.711295480433851,0.905596861287951
Sample No. 899,1,1,1,1,0.790952555906493,0.7659828254967,0.750343595528044,0.785370794708375,0.811110306218267,0.709450178361964,0.806818595320452,0.88510021850653,0.86765188148804,0.872094626325183,0.902489083874039,0.903632384309545,0.968251115176827,0.998820552043617,0.964652964472771,0.987845274843276,0.974566646683961,0.997464658375829,0.955949873011559,0.972588810324669,1,1,1,1,1,1,1
Sample No. 900,1,1,1,1,1,0.805981401611585,0.753077140696347,0.796825877275784,0.727453559917864,0.801758109255694,0.731921869028825,0.77638487636717,0.846643202549778,0.910408381489106,0.871893547784537,0.911501611793414,0.883758860385045,0.977398206759244,0.99936373135075,0.970940922256559,0.960812219660729,0.983552079815418,0.984543038010597,0.976939595378935,0.923967652656138,1,1,1,1,1,1
Sample No. 901,1,1,1,1,0.734422954406124,0.817203994178213,0.824115597190335,0.787096369989682,0.795395312191919,0.808562038409524,0.759146088107023,0.868107887810096,0.84279292975273,0.896903271964751,0.918960794291459,0.862469518157653,0.987268584053963,0.941538862343878,0.98671742182225,0.923040146585554,0.949205538630486,0.986410854645073,0.945721617583186,0.941943265274167,1,1,1,1,1,1,1
Sample No. 902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.699290543551557,0.703355010681786,0.797339658743236,0.784483092628885,0.809117842618376,0.823047444470227,0.713148192143068,0.84959665289335,0.877780117324553,0.852210923635401
Sample No. 903,1,0.724654762785882,0.712601494383067,0.81646574551845,0.76050325335376,0.716694034358021,0.748920130440034,0.721311251017265,0.868244462191127,0.904267042722553,0.844885161162354,0.908924528242089,0.868071408767253,0.920920344088227,0.967804533895105,0.940341312885284,0.962708415370435,0.990582589991391,0.932887140251696,0.971436313148588,0.987042834702879,1,1,1,1,1,1,1,1,1,1
Sample No. 904,1,1,1,1,1,1,1,0.8262841676143,0.831800647651777,0.743565349328797,0.823602958246134,0.828644510534592,0.707474166342523,0.807307548577897,0.915202380917035,0.915759640201926,0.893932026687078,0.913656859817915,0.861363760316744,0.982459461670369,0.970573393590748,0.949232425950468,0.997061773091555,0.984767418988049,0.938889625743031,0.930439311489463,0.991413128171116,1,1,1,1
Sample No. 905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.740188280610833,0.737765084208455,0.76529565042723,0.710231162189972,0.803040824727155,0.741241120816208,0.714444814588875,0.876319179412909
Sample No. 906,1,1,1,1,0.71160950522311,0.819155838027597,0.785119788804092,0.802261087357998,0.791371790903155,0.793803173945285,0.798926502735354,0.838336875224486,0.850702715639956,0.841191729274578,0.886093065562658,0.863171084869653,0.934092944990844,0.976172226499766,0.991145178303123,0.968080863375217,0.970958807114512,0.931558143589646,0.956011863015592,0.997144432384521,1,1,1,1,1,1,1
Sample No. 907,1,1,1,1,1,1,0.759988097743131,0.800079213910736,0.713031897602137,0.743948394690175,0.75276511928672,0.691673504306469,0.797584435810801,0.892331344177015,0.908518462559208,0.880229108095169,0.872701364744455,0.852971604169346,0.991241182964295,0.956108095925301,0.92156576577574,0.931109228357673,0.931814730651677,0.99456637987867,0.969506521597505,0.994364700559527,1,1,1,1,1
Sample No. 908,1,1,1,0.698503371504135,0.782208024781663,0.696474451968912,0.715107519634999,0.788839953056537,0.725140057482291,0.757683699521236,0.880190853206441,0.838171939997934,0.847964773171581,0.89479161211662,0.91832369522471,0.966732190195471,0.991406062394381,0.946316092442721,0.937557224370539,0.962625510916114,0.958298622462899,0.960342888701707,0.977958253435791,1,1,1,1,1,1,1,1
Sample No. 909,1,1,1,0.750087474287953,0.799628415740095,0.692011473224498,0.830642112206202,0.722822575039696,0.738947810315527,0.720778259939048,0.857773824023083,0.836084416379221,0.83757253914699,0.870287039815448,0.842330193776637,0.950982124693692,0.97075207144022,0.933646888807416,0.925394154842943,0.951716457270086,0.96942564567551,0.992240579742938,0.959214871153235,1,1,1,1,1,1,1,1
Sample No. 910,1,1,0.827186988481786,0.729947252037469,0.788806601009797,0.829663056672085,0.752257718403358,0.696169387364294,0.743014156912919,0.889363180676475,0.903144667618908,0.915003138792701,0.895922378678806,0.882647341919132,0.967657224480063,0.988029510360211,0.997399564590305,0.948903266340494,0.978321242928505,0.965143595263362,0.955058321207762,0.938627426270396,1,1,1,1,1,1,1,1,1
Sample No. 911,1,1,1,1,1,0.68744265339477,0.719873003674671,0.704043852911796,0.744926107618026,0.714357035282534,0.825908568630926,0.760422187777236,0.865925484187901,0.873639430944808,0.865881941053085,0.880529074887745,0.895484718311578,0.942193305566907,0.94528418879956,0.928897171970457,0.97397868860513,0.968823245484382,0.930407424587756,0.995117087773979,0.971665890011936,1,1,1,1,1,1
Sample No. 912,1,1,1,0.790823517380282,0.700610365428962,0.794544187096413,0.798914488604292,0.718217640592717,0.766777746962849,0.830629469118081,0.847599399530329,0.876319312229753,0.872351978038438,0.909253264383413,0.885251087997109,0.960463701188564,0.960167779307812,0.990362632293254,0.968943301215768,0.958897961098701,0.921624673400074,0.983434330951422,0.97008163753897,1,1,1,1,1,1,1,1
Sample No. 913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.713859664778225,0.756697777357418,0.689128332283814,0.705434455002192,0.743309430476744,0.702258468176238,0.720407482191455,0.887017896098085,0.865503486331552,0.870800316717476,0.840804511066526,0.90883038476482
Sample No. 914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.821030161356553,0.801282049530651,0.791113384337164,0.765337606986519,0.779469329178333,0.737760678400751,0.798949901481625
Sample No. 915,1,1,1,1,1,1,0.796865685623139,0.83351880686963,0.767114489433821,0.783039826447144,0.79911613683356,0.829667038180865,0.703121019167826,0.884509999541566,0.918547751959413,0.902737491621636,0.919265152469277,0.859295495120808,0.992906519826502,0.948560042157769,0.933613860495389,0.979417022000998,0.957738580368459,0.990488542597741,0.922035795059055,0.952716474346817,1,1,1,1,1
Sample No. 916,1,1,1,1,1,1,1,1,1,1,1,0.804592094839551,0.737326202938799,0.827802374960389,0.80051240463648,0.697793956172187,0.699763963780366,0.769392535056919,0.897272052668035,0.857109332787804,0.912140883298591,0.905184202151373,0.877718144899234,0.991283277273178,0.95026327567175,0.994014026857913,0.93301270859316,0.93421658217907,0.925412268061191,0.928535051252693,0.991699241288006
Sample No. 917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.751476963191759
Sample No. 918,1,1,0.76123866208503,0.822861002270598,0.831629013306461,0.706157150691375,0.80390286086034,0.776464761806652,0.717449368374888,0.908648706734181,0.848184655592777,0.917097460419871,0.913805410382338,0.859372556759976,0.977669978756458,0.981894580516964,0.996544894743711,0.975888393502682,0.981976811867207,0.957174096368253,0.959713854175061,0.96314723206684,1,1,1,1,1,1,1,1,1
Sample No. 919,1,1,0.711332450983115,0.759148235760164,0.781599974808283,0.788662081387825,0.822386349448003,0.706544821640942,0.740656709521078,0.867766543710604,0.892309685174376,0.883454041465186,0.906655488042161,0.846797223364934,0.943493367061019,0.920023161880672,0.989759830795228,0.999440032821149,0.981341744381934,0.965676969941705,0.965949815250933,0.989046755637974,1,1,1,1,1,1,1,1,1
Sample No. 920,1,1,1,1,1,1,1,1,1,1,1,1,0.79087681577215,0.821164626257028,0.727782960575074,0.755183639669791,0.730011238298845,0.739682219504844,0.751191766561475,0.846746792823076,0.862028107685037,0.873517404105514,0.91027539732866,0.867423984525725,0.957933432515711,0.926473404858261,0.930790456347168,0.955481460541487,0.985185677967966,0.980807366278023,0.944622271824628
Sample No. 921,1,1,0.827674842208158,0.759049980332144,0.721692831815686,0.797734477325808,0.820525089384988,0.804881770060398,0.764138355154078,0.842763081597164,0.908388199999928,0.856965156515129,0.856091929733753,0.872875900295563,0.934665292035788,0.999663703013212,0.961731038112193,0.954161226395518,0.947654453478754,0.982867296840995,0.968746257741004,0.955095975901932,1,1,1,1,1,1,1,1,1
Sample No. 922,1,1,1,1,1,1,1,1,1,1,0.745786851401441,0.801039060777053,0.796773557820357,0.817192440527957,0.713119071979541,0.8180027536829,0.727948097897694,0.889160396932624,0.903636628991924,0.881491182775237,0.906795878242701,0.907459620297886,0.931929317116737,0.958755537606776,0.953893917538226,0.935271947160363,0.938929220829159,0.935192176215351,0.939907457549125,0.988008583597839,1
Sample No. 923,1,1,1,1,0.794574984234292,0.79845021809591,0.716979802215006,0.73748406913504,0.783426109667867,0.743111850089859,0.783415431926493,0.838780211629346,0.903113524895161,0.915417360204272,0.853080680887215,0.873481997787021,0.973050138261169,0.987438551858068,0.98400380615145,0.996589510515332,0.943753684461117,0.959986294396222,0.928123316001147,0.965598356705159,1,1,1,1,1,1,1
Sample No. 924,1,1,1,0.819895291970111,0.791822045821696,0.788789224172011,0.818941555022262,0.75718154913187,0.768319958228618,0.748060451402795,0.882218119773082,0.917165528377518,0.842907146527432,0.915714236008003,0.843821964519098,0.965128160212189,0.985580702219158,0.928072096947581,0.992104755807668,0.928590662032366,0.968096712846309,0.965955684818327,0.989042098298669,1,1,1,1,1,1,1,1
Sample No. 925,1,1,1,1,1,1,1,0.823603910674807,0.70080292652268,0.784323097149841,0.796039892350323,0.784326336022001,0.700153507107403,0.714283960837871,0.837493368006311,0.849767929571681,0.915733502938412,0.901508239854127,0.89256689104531,0.939279876258224,0.954040552247316,0.95229566572234,0.946348511595279,0.923199701681733,0.985173570252955,0.97252484401688,0.933165921177715,1,1,1,1
Sample No. 926,1,1,1,1,1,1,1,1,1,1,1,0.795303224796895,0.694819262462202,0.750464699814562,0.690979321581777,0.69708310505515,0.724022499205545,0.763500396943651,0.867079792442732,0.870927058564499,0.853322655026801,0.900991791659035,0.868692752834409,0.949960457216948,0.949826251417399,0.935917660798878,0.966143660545349,0.968063406739384,0.927851983457804,0.988173796758056,0.98532541340217
Sample No. 927,1,1,1,1,1,1,1,1,0.768543857058045,0.761367676303722,0.784310737719294,0.779518550193403,0.779447634996846,0.733550845635124,0.692320577173028,0.877945809769444,0.879055993671529,0.880921527636237,0.890286158112809,0.918245003894903,0.943724605292082,0.921451533902437,0.995893953572959,0.971414371430874,0.991423921640962,0.946495418399572,0.964715420436114,0.938379690591246,1,1,1
Sample No. 928,1,1,1,1,1,1,0.708317202796694,0.768789425656665,0.728606069578324,0.723271234078798,0.806902108238079,0.715411353566684,0.738623762900475,0.860570060764439,0.882985322648659,0.86511913879402,0.862807836825959,0.851096336320043,0.990110789388418,0.942521353177726,0.999708254784346,0.930335987564176,0.93357375221327,0.926278312541544,0.939646566510201,0.987569585107267,1,1,1,1,1
Sample No. 929,1,1,1,1,0.693739188161213,0.760372810160276,0.833259188385215,0.739063346643467,0.686199870322831,0.695048576874193,0.714635478124488,0.881562054359354,0.840233437949792,0.871498611257412,0.906773788597435,0.880794763982296,0.942016588076949,0.979677984993905,0.986091969590634,0.98459419393912,0.962517838533968,0.927146420646459,0.950528534017503,0.925789809469134,1,1,1,1,1,1,1
Sample No. 930,1,1,1,1,1,1,1,1,1,1,1,1,1,0.813223000361118,0.728422827554401,0.75776110255532,0.712225014985539,0.830943493662868,0.827777755774092,0.729496193538886,0.901852751452476,0.888151937433519,0.885132902206853,0.882665746977553,0.873979247230105,0.974940838776529,0.93567832224071,0.979751395601779,0.992477052696049,0.969369494691491,0.964430611860007
Sample No. 931,1,1,1,1,1,1,1,0.758105938242748,0.786818210700527,0.78431340595847,0.805638819643296,0.758433775046375,0.724641574524809,0.813088799001649,0.874594343077391,0.862546062669717,0.840874409807846,0.851473671926186,0.872277838408947,0.94053613178432,0.972260669767857,0.977687790952623,0.981326359026134,0.987683236785233,0.958424099627882,0.927200791612268,0.99920459004119,1,1,1,1
Sample No. 932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.782516010724008,0.814767021209933,0.75408666549623,0.698563873652834,0.80558865042543,0.718670718012378,0.797721510067582
Sample No. 933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 934,1,0.811903487566393,0.755880499469582,0.738048002742231,0.762081832475029,0.771437719151378,0.793279889320489,0.805792729860637,0.916373143342324,0.889995958824642,0.856201941215433,0.885107343618758,0.877859078336507,0.996641549021006,0.953340944387019,0.930167621001601,0.987208058796823,0.988318645302206,0.974761704839766,0.979461252000183,0.949942185357213,1,1,1,1,1,1,1,1,1,1
Sample No. 935,1,1,1,1,1,1,1,0.808000864613801,0.755911218411289,0.779396725307684,0.751605333715212,0.782496078907512,0.769304618916009,0.832730323124211,0.858857092242688,0.850116213649511,0.856991395791993,0.847617780806497,0.916087882352993,0.963559572827071,0.960115382485092,0.950512036792934,0.975899989735335,0.922456152494997,0.929778242539614,0.966285391636193,0.920472852122039,1,1,1,1
Sample No. 936,1,1,1,1,0.799840279658325,0.782110458031762,0.727026127210353,0.734711022851057,0.806690299221315,0.706279329782352,0.746902132943738,0.889017572297715,0.846462715352885,0.838036727287807,0.870363035047427,0.906910017353483,0.960720813572407,0.95317742375657,0.946066092904657,0.983817694969475,0.988605240117759,0.967617668714374,0.988151304498315,0.95377944169566,1,1,1,1,1,1,1
Sample No. 937,1,1,1,1,1,1,1,1,0.71758435249934,0.723034567131195,0.71939622184867,0.744201065170579,0.713643517358229,0.752254316293634,0.738945371950045,0.912400758727454,0.917783178196289,0.847794263920747,0.898356631767005,0.840961644247174,0.956795923374593,0.934432511664927,0.965018142610788,0.940723886080086,0.934112906847149,0.99298622880131,0.92013116421178,0.937571179457009,1,1,1
Sample No. 938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.787423422596417,0.77075394846173,0.771099752189126,0.724487191463355,0.754988355295733,0.689827304707375,0.723794327561278,0.887219896709546,0.882912164956331,0.863844293102622,0.907489060184918,0.87306011373736,0.948198828753084,0.957567280884832,0.987986428029835,0.946861429996789
Sample No. 939,1,0.794455266524106,0.707462429547682,0.832139758359641,0.707927437139675,0.72269505098369,0.69360368607007,0.728218555894215,0.872080938640982,0.917017590343021,0.881579086403362,0.885115797623061,0.903339437545277,0.997428620830178,0.92106069451198,0.996207888852805,0.942654805127531,0.941526525169611,0.929675857964903,0.932333158738911,0.961778947860003,1,1,1,1,1,1,1,1,1,1
