,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 737,1,1,1,1,0.741019138928037,0.757078360569663,0.714740557085257,0.801182755340356,0.716489849345759,0.794356774935964,0.752126976395026,0.838216379856691,0.887871407997795,0.919940856313333,0.885444970078766,0.85055986303743,0.972495775669813,0.992098862770945,0.934175649881363,0.93116596929729,0.947584332171828,0.9865594275482,0.949677740875632,0.922218100018799,1,1,1,1,1,1,1
Sample No. 738,1,1,1,1,1,1,0.726015213843435,0.764379251714796,0.745295966464561,0.769081607730128,0.754691560346633,0.821421210841741,0.80266976789711,0.898303871835582,0.908363123237155,0.858305553821847,0.868689300339669,0.845118381105363,0.922530541568995,0.99168917587027,0.930402004402131,0.993420950099826,0.952077102661133,0.922748201154172,0.922122276909649,0.978569082394242,1,1,1,1,1
Sample No. 739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.734850275494624,0.723698321102653,0.714368983895052,0.708116793482564,0.717587762921117,0.772398706864566,0.712639233378228,0.901263610648923,0.849706038721837,0.868912878749892,0.867577418470755,0.837068739159964,0.935987310353667,0.928893704954535,0.989032556023449,0.941711262594908,0.920043043587357
Sample No. 740,1,1,0.693839839626104,0.813365077566355,0.828102121282369,0.767436158902943,0.793514039217494,0.808934715985321,0.713187342091929,0.906758193052374,0.867007751225494,0.867218452777713,0.863761890978552,0.869367367388681,0.928433822374791,0.930684653036296,0.989285499490798,0.986382868252695,0.958667520098388,0.969949329197407,0.999641377851367,0.9977445307374,1,1,1,1,1,1,1,1,1
Sample No. 741,1,0.723389622977935,0.751070686058607,0.713598841639701,0.798986420455854,0.776988908999134,0.686685740297195,0.827971587808803,0.893429318082519,0.877268965550698,0.893803639561869,0.874378953292035,0.862768414396793,0.947215886022896,0.973075649812818,0.968668770883232,0.939901853147894,0.976308132875711,0.920742001328617,0.923394707534462,0.921591198090464,1,1,1,1,1,1,1,1,1,1
Sample No. 742,1,1,1,1,1,1,0.746436032142024,0.690219215118792,0.812059317169711,0.821984568228014,0.717671308702789,0.751971218247432,0.753172790016048,0.880675711293705,0.897423511238769,0.85316431691125,0.880042302994058,0.880816532782279,0.99203396031633,0.927789159864187,0.983605455402285,0.964300029929727,0.99633711097762,0.945417203754187,0.950184155255556,0.945629874784499,1,1,1,1,1
Sample No. 743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.707350600395817,0.763505432791077,0.790375504062045,0.802670858243015
Sample No. 744,1,0.764116855537519,0.794763084863312,0.742909942231141,0.699635507097934,0.704925743224099,0.750866636344232,0.749912900583819,0.903756423252635,0.8831283367984,0.916817462740466,0.884297400689684,0.915498213039711,0.953760687336326,0.961515579633415,0.947422579694539,0.953900516238064,0.973276356179267,0.924524087104946,0.923716994561255,0.95446827640757,1,1,1,1,1,1,1,1,1,1
Sample No. 745,1,1,0.801361644956283,0.721676053585485,0.759099402652588,0.754754204141442,0.750608703320846,0.756954056386836,0.820832084761001,0.851815610210411,0.893731404840015,0.872077216424979,0.86610155136697,0.843703904328868,0.971803471092135,0.954379721954465,0.976075823754072,0.993358497116715,0.933329414092004,0.984843493495136,0.952378062047064,0.960072663649917,1,1,1,1,1,1,1,1,1
Sample No. 746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.805740425876807,0.703507241026033,0.807010663628112,0.731523571711965,0.77257504087314,0.686411553296726,0.749875907228794,0.888542054983787,0.904493542829528,0.90422893162258,0.863010655871592,0.858532980517484,0.961377601549029,0.99437098255381,0.983619846981019
Sample No. 747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.781058774633799,0.776410712745506,0.814473012091126,0.7170634824913,0.719538632374257,0.803930645891465,0.724132545247208,0.878889341722243,0.918514560245909,0.917882649602369,0.903511947439052,0.856354127315804,0.978617655914277
Sample No. 748,1,1,1,1,1,1,1,1,1,1,1,0.704245713901706,0.785652729171794,0.789964565997012,0.712643934403546,0.803354428884573,0.82631955950195,0.829655103328638,0.912253246856853,0.882934699228033,0.904947413207963,0.870942129178904,0.907077920628712,0.970681899227202,0.931367191262543,0.984518419671804,0.966667238008231,0.996301192268729,0.984793997574598,0.940503898542374,0.969967594798654
Sample No. 749,1,1,1,1,1,1,1,0.76500793873705,0.690590914351866,0.829313847202808,0.811482276431285,0.687941242103931,0.712730372640304,0.754303756020032,0.905109748424031,0.881139228485525,0.879465628081001,0.879256607578136,0.858275498021394,0.947908749133348,0.964705117028207,0.936709651574492,0.936987186241895,0.925999777372926,0.97083821343258,0.999154903236777,0.99384994013235,1,1,1,1
Sample No. 750,1,1,1,1,0.711999693293125,0.818623036240693,0.745395124344155,0.823029399280436,0.799925684511196,0.760748668808024,0.692662961957045,0.843270090760663,0.895683015932329,0.888053749486804,0.838147950393148,0.897148003554903,0.951298529151827,0.960104788318276,0.950761194247752,0.973333722278476,0.940008247755468,0.925953040085733,0.930399038661271,0.928262505568564,1,1,1,1,1,1,1
Sample No. 751,1,1,1,1,1,1,0.740543655319139,0.815887770826463,0.732425682178233,0.753163326044101,0.812901530032046,0.796401982464828,0.713694632927887,0.9094665251486,0.857959211909212,0.846285463950597,0.865890112701803,0.84974559183605,0.956277531143278,0.934759798422456,0.932082533910871,0.957528207842261,0.956153763346374,0.931263358853757,0.96576667342335,0.937159233856946,1,1,1,1,1
Sample No. 752,1,1,1,1,1,1,1,1,1,1,1,0.775409586298279,0.772896265752148,0.706015013869852,0.80449506215658,0.77683525830647,0.829568569223862,0.833814807249233,0.893164004399441,0.86307567690406,0.882245692088269,0.845998929887079,0.912729968186468,0.967802127078176,0.944778901319951,0.987222214005887,0.988840502556413,0.940254242680967,0.968039999697357,0.96468508914113,0.945110145844519
Sample No. 753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.788538285392802,0.720002352645621,0.76689983566897,0.814008653747384,0.717414069386665,0.814374792146496,0.801323222312145,0.859601442934945,0.842939602653496,0.870208189187571,0.919775969062001,0.840327997479588
Sample No. 754,1,0.691337413179223,0.704488719384186,0.766788770632353,0.796071276710369,0.726887332567945,0.788755121001974,0.772752034991514,0.84606584389694,0.875549468213692,0.858297537305392,0.850628575873561,0.909808963231742,0.962604022063315,0.972271806932986,0.928609705194831,0.97026848655194,0.965095091406256,0.950453394968063,0.982465157341212,0.979381747767329,1,1,1,1,1,1,1,1,1,1
Sample No. 755,1,1,1,1,0.761771894736681,0.711955525028985,0.761129959103651,0.717721970392391,0.767431097036693,0.708226618730929,0.721120978322811,0.863680718119256,0.893195903128944,0.861209221220575,0.904904243215919,0.841056465714239,0.98474221656099,0.976107853259891,0.948166134618223,0.941978495083749,0.955471729710698,0.963922648094594,0.932450577821583,0.971000626385212,1,1,1,1,1,1,1
Sample No. 756,1,1,1,1,1,1,1,0.693359697564971,0.725178803458344,0.833650201269425,0.732338668768294,0.74106916467566,0.826034993260633,0.730603327207733,0.895313971472904,0.914090766559355,0.89998541134689,0.909138967363164,0.919804603735916,0.954866883661598,0.938507057707757,0.987884519156069,0.957679138407111,0.994824269935489,0.942366219554096,0.96036143289879,0.928214074522257,1,1,1,1
Sample No. 757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.729324781558476,0.72701837646449,0.759560037754942,0.794997870632447,0.834814403056167,0.797460068030283,0.70359734575171,0.837454290224239,0.915078082364053,0.897575385627337,0.846446377961896,0.863065724031068,0.980187128316611,0.951578158438206,0.977627756409347,0.942825620770454,0.923240182176232
Sample No. 758,1,0.696397606645711,0.809725575057324,0.778044190783054,0.721103447991423,0.780939753739163,0.756202404086012,0.777416456818115,0.911843469010666,0.914918346434832,0.888548885027878,0.875235878473148,0.862769936069846,0.999721190035343,0.978259410709143,0.968936519492418,0.956471682190895,0.989938688986003,0.938721108771861,0.993502119891346,0.971898686308414,1,1,1,1,1,1,1,1,1,1
Sample No. 759,1,1,1,1,1,1,1,0.745128803026397,0.727707061778288,0.814755449433811,0.755356397504453,0.804294986127876,0.813746284496971,0.708713145287707,0.909555349067785,0.898843494056724,0.863440602535382,0.895004227553494,0.844760474680923,0.987248861026019,0.944436438437551,0.982762966621667,0.97869514817372,0.934773891996592,0.999998578112572,0.985906738024205,0.936096394695342,1,1,1,1
Sample No. 760,1,1,1,1,1,1,1,1,1,0.698590706290212,0.721076274140738,0.778575166991446,0.706655862649437,0.743638484158088,0.701514553315006,0.741199402477592,0.878086636871099,0.896158943372779,0.914307842655107,0.874855924120173,0.888726795742288,0.931289114020765,0.949274889044464,0.973686434794217,0.935889893658459,0.934441604334861,0.94369344105944,0.93571874184534,0.943152973279357,1,1
Sample No. 761,1,1,1,1,1,1,0.804748694320675,0.834762883548625,0.77755011017574,0.692008160521742,0.718244411413558,0.793859351974912,0.76262303292891,0.852943268181756,0.853288569327444,0.873403066405095,0.913139642884955,0.841112779821269,0.96099200040102,0.964094980638474,0.986622770223767,0.921632616128773,0.944629802573472,0.952466232571751,0.978324917946011,0.967698472514749,1,1,1,1,1
Sample No. 762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.727299043653999,0.756089609059505,0.743552101556212,0.745584242780693,0.80447049521748,0.74471631319169,0.696915567784105,0.910273133594543,0.914739990820177,0.844242751475424,0.836155427019112,0.866590766691603,0.941053439769894,0.998690196108073,0.931801029145718,0.985121885687113,0.970891429148614
Sample No. 763,1,1,1,1,1,0.735171753018163,0.81556675235182,0.764941749571823,0.730542850379367,0.743235008501448,0.778665753606707,0.72911892882688,0.869974025894888,0.862956211429089,0.855056721849367,0.883945663784631,0.905164779834449,0.92685808500275,0.973666645046324,0.938227305300534,0.991034161206335,0.988485262636095,0.94239203941077,0.955822809487581,0.925992251075804,1,1,1,1,1,1
Sample No. 764,1,1,1,1,0.710788884946611,0.777893488215283,0.74601411647303,0.71539045894891,0.73779688623175,0.718979454938322,0.759030793108046,0.861201901606284,0.896902603832074,0.848999021610245,0.873715954158455,0.909200543352403,0.923464739210904,0.965381326153874,0.970840991064906,0.923749812208116,0.950160033721477,0.978623463734984,0.945304234866053,0.941569564752281,1,1,1,1,1,1,1
Sample No. 765,1,1,0.779083222710993,0.809626457655337,0.730541656097863,0.785974782427307,0.697810505366884,0.782838424506132,0.771811577108689,0.880795854484662,0.909191655752249,0.90129066280555,0.887135038481094,0.885834241892211,0.979911178108305,0.949509969148785,0.929741018880159,0.954787769522518,0.949888541065157,0.938095695916563,0.992174859698862,0.966050015948713,1,1,1,1,1,1,1,1,1
Sample No. 766,1,1,1,1,1,1,1,0.734123742360622,0.722504718777724,0.726067088010255,0.77024915651558,0.784962559003849,0.728106296820566,0.709621470865328,0.875796195537783,0.852205411687493,0.872462462368421,0.900832300671376,0.903503772504628,0.985240516234189,0.96857259163633,0.978885047025979,0.973543122857809,0.933071022592485,0.988256307672709,0.925717600621283,0.981488787606358,1,1,1,1
Sample No. 767,1,1,1,1,1,1,1,1,1,1,1,0.794004655479454,0.745565163822845,0.740581136116758,0.759412126116455,0.779877183855511,0.790258148057852,0.765039542144164,0.864423369162716,0.891706860813312,0.894132941626944,0.879848711619154,0.912104109011591,0.946394873838872,0.920848399978131,0.972600285932422,0.9754694269225,0.967828943561763,0.993328065648675,0.967667779549956,0.973728785086423
Sample No. 768,1,1,1,1,1,1,1,1,1,1,1,0.740381678183563,0.80688509472087,0.690056365252472,0.739255622228608,0.709320206231438,0.709574575304519,0.777948971909005,0.886470076861791,0.85264820460137,0.855584255547263,0.839893007433042,0.904992611927912,0.939505307134241,0.972964937128127,0.93165125194937,0.973598988875747,0.969074766486883,0.933920696303248,0.993365398980677,0.95756049035117
Sample No. 769,1,1,1,1,1,1,1,0.704059581518173,0.797107898456976,0.758449225757737,0.801432932204567,0.744241902431473,0.734476786375977,0.765851686640177,0.918005291807465,0.841760837323964,0.906919499177486,0.875665286046453,0.910280457668006,0.934656390417367,0.92823555059731,0.956751912795007,0.946767485141754,0.965444968305528,0.928734349608421,0.983537657838315,0.94615443110466,1,1,1,1
Sample No. 770,1,1,1,1,1,0.750907920709811,0.770829709900077,0.691846025841311,0.786929786264896,0.827523278364912,0.717743331288453,0.729529192986898,0.878596800801344,0.909150546210818,0.900980340895243,0.873453147566877,0.88546090510767,0.926183528080583,0.929236383736134,0.966674990653992,0.946473421230912,0.993530104923993,0.9620409094356,0.937921739798039,0.980019999742508,1,1,1,1,1,1
Sample No. 771,1,1,1,1,1,1,1,1,1,1,1,1,1,0.723487332185265,0.74418024155451,0.780621934951283,0.775951138128526,0.725121970173437,0.758265927051194,0.829420127185527,0.842506838457659,0.907729093704373,0.857766916862689,0.870937097687274,0.917417235208675,0.957883129194379,0.980841181036085,0.962888083215803,0.975462365299463,0.960312113817781,0.960787449851632
Sample No. 772,1,1,1,1,1,1,1,1,1,0.699973612710834,0.803255861265585,0.69841196943447,0.752995560296346,0.694249664260075,0.782041841921397,0.808489923413377,0.837017427716404,0.87878471250087,0.889498104928993,0.916377356732264,0.839247689192183,0.972240167204291,0.943133369162679,0.983116121515632,0.944838446006179,0.937252831831574,0.923769508861005,0.929434219561517,0.956633958034217,1,1
Sample No. 773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.830741933443583,0.77285891344212,0.720244022506755,0.814622679424006,0.799400202989578,0.760817511753645
Sample No. 774,1,1,1,1,1,1,1,1,1,1,1,1,1,0.776568437811453,0.715915022442583,0.778681327462196,0.791822570458986,0.732388031297829,0.695478782664519,0.720957230580039,0.857070442603901,0.891002962912433,0.895274981211871,0.870202187454328,0.906582581725903,0.924138222839683,0.932225939426571,0.941630310080946,0.945076701696962,0.995297420732677,0.922645661886782
Sample No. 775,1,1,1,1,1,0.760197090265807,0.754444255192298,0.734254879680462,0.739168591461144,0.703648442811333,0.798385834252927,0.796735931736417,0.889182824184187,0.868408762591891,0.870769996906631,0.919857686233707,0.914538524214178,0.976059995740652,0.992198523450643,0.996023107655346,0.98476585553959,0.920210301745683,0.922767524067313,0.925984776727855,0.97238298503682,1,1,1,1,1,1
Sample No. 776,1,1,1,1,1,1,1,1,1,1,1,0.787117206353229,0.761976810161956,0.821654103173874,0.705090358144604,0.697738113907632,0.796940680187196,0.787734587969258,0.891248285831884,0.911309837687761,0.904696073769592,0.843983735317364,0.862249965813011,0.979232202321291,0.943632148429751,0.932090138979256,0.97783418443054,0.937510334905237,0.947876484021544,0.952972131557763,0.920270864833146
Sample No. 777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712869920920581,0.758048649855424,0.711543848134112,0.797677030310966,0.754823172082193,0.781257040695287,0.763158957044594,0.843895448748022,0.901571800644509,0.850270444515161,0.906604813712649,0.892631167982705,0.943627244904637,0.997686975914985,0.980764229614288,0.967701657451689
Sample No. 779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801004759829026,0.696462973336689,0.697556666239631,0.732754644217435,0.825163029775955,0.743094160153065,0.707076617145445,0.883292591531761,0.900211370661855,0.894754957288504,0.909257904660888,0.856980292608961
Sample No. 780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.79711378450878,0.742905431859195,0.722060806410387,0.800835797040723,0.794085911779199,0.810964832456317,0.719307004312519,0.905418528907932,0.899148159976117,0.853596844770946,0.842993073959835,0.892308117208071,0.943205529861152,0.977334292344749,0.991388730350882,0.928710038289428,0.953166388869286
Sample No. 781,1,1,1,0.754012757820543,0.76331283090543,0.740127667227294,0.768180834771134,0.744878269896377,0.784899849341251,0.691988490919117,0.849258501131087,0.873554769995622,0.902414453950711,0.875165387189947,0.866530711397529,0.957538017071784,0.923642974700779,0.99445234335959,0.985417269486934,0.954560451880097,0.995781275182962,0.92063286203891,0.945415543057024,1,1,1,1,1,1,1,1
Sample No. 782,1,1,1,1,1,1,1,1,0.729234370823484,0.706063424599357,0.824653257268015,0.798096163921524,0.766182979651727,0.830897650450002,0.74295726670092,0.915774456428364,0.88184734570235,0.890534259898588,0.865920962880366,0.864972085201182,0.97119566809386,0.99304771983996,0.993745198696852,0.990042429640889,0.958178409263492,0.972596713956445,0.964495961591601,0.971366972271353,1,1,1
Sample No. 783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.73428600458568,0.695840576164425,0.741419471091591,0.687650222321041
Sample No. 785,1,0.742790172483306,0.700298666547984,0.798824193539564,0.729013172782958,0.790840012162458,0.713951830299571,0.701334282780532,0.918544103417546,0.848143878435716,0.849274502421729,0.836176828426309,0.905856673525646,0.94822690455243,0.984657597560436,0.922069867886603,0.976894989833236,0.989891944956034,0.979430814608932,0.937035287301987,0.933373292926699,1,1,1,1,1,1,1,1,1,1
Sample No. 786,1,1,1,1,1,1,1,1,1,0.750087471703533,0.828891130293719,0.754310595687944,0.75971162653435,0.786886989140417,0.796683632991277,0.834442782403436,0.858036208890378,0.850810752881691,0.845791465870105,0.911359086235985,0.857092112910934,0.945761738326401,0.958327328767627,0.943621960878372,0.999684759806842,0.943435423448682,0.98523636193946,0.936020472683012,0.988165542148054,1,1
Sample No. 787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.768440101983957,0.811598405639175,0.82667783546634,0.772365706194192,0.761904546072707,0.744711432374548,0.702889745520894,0.83723516144231,0.900819505506195,0.840320425041951,0.851276229566894,0.88354494861979,0.973625758048147,0.974669770337641
Sample No. 788,1,0.739530692053027,0.694837407396641,0.708642532188911,0.791452299152967,0.775844704442658,0.721795516136568,0.699281362329144,0.917120930922218,0.90783999684453,0.896873504308984,0.90447170510795,0.886646683385596,0.996462275218219,0.928711826708168,0.954910545013845,0.974298207312822,0.948787343092263,0.981327699124813,0.937664271444082,0.935269770622253,1,1,1,1,1,1,1,1,1,1
Sample No. 789,1,1,1,0.785297633441165,0.808835231840145,0.824466527045239,0.712615062868223,0.722258203128818,0.696024267667905,0.776929089486599,0.912485085747205,0.850818477224559,0.870306595144793,0.906606521399692,0.902136589574628,0.933768158890307,0.998764440082014,0.991699935961515,0.92404972448945,0.992313359770924,0.993389518465847,0.943767048791051,0.982593021541834,1,1,1,1,1,1,1,1
Sample No. 790,1,0.712005148515105,0.724328507437836,0.755345051096752,0.738132762642577,0.779595835077576,0.781829456928186,0.82354468128318,0.905392659546807,0.915718945285305,0.888249882179312,0.838344664010219,0.889440345482901,0.926422136668116,0.92829900868237,0.987591220587492,0.969710375443101,0.961908851489425,0.947736798115075,0.950275375321508,0.96506896045059,1,1,1,1,1,1,1,1,1,1
Sample No. 791,1,1,1,1,0.751854869957548,0.794554420981091,0.69601237713499,0.740625214380212,0.712551293907687,0.783136390791275,0.792072896451224,0.898517987725325,0.904058675938286,0.893539570437744,0.84821103861928,0.895687742283568,0.984694360345602,0.94372387142852,0.972499329261482,0.987303936332464,0.991997274234891,0.963590322304517,0.98118388755247,0.932316666338593,1,1,1,1,1,1,1
Sample No. 792,1,1,0.768860494905617,0.767350295071024,0.69019750532601,0.81929352105502,0.730222764077131,0.775506711636204,0.774333078497089,0.867103973967954,0.911531164607033,0.863135520113632,0.851432059789076,0.903144430735148,0.976434500925243,0.966507375277579,0.92507442066446,0.998850216157734,0.923772913217545,0.9640979591012,0.959653021581471,0.944621226266027,1,1,1,1,1,1,1,1,1
Sample No. 793,1,1,1,1,0.794622331160586,0.825004133094568,0.788688605501316,0.785753120937385,0.697270526680164,0.829963501451071,0.832268239489291,0.846463411687873,0.870390627370216,0.905230541656725,0.88040730840154,0.896473614814691,0.986757813766599,0.988027794547379,0.993125873431563,0.960191562976688,0.944871071092784,0.949075170643628,0.981038497723639,0.962139396388084,1,1,1,1,1,1,1
Sample No. 794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.835796116736252,0.766544414406177,0.763123654354364,0.725054305199534
Sample No. 795,1,1,1,1,1,1,1,1,1,1,1,0.763777584351134,0.745329028811771,0.811492095691152,0.711450714922044,0.797794435244519,0.818387064711656,0.78390217243135,0.850205766154453,0.9092250233097,0.919255685254932,0.83670403566584,0.918273356311023,0.962691000513732,0.966278833393008,0.967234474495053,0.964435534998775,0.998494299687445,0.997965917922556,0.952800604905933,0.924328537210822
Sample No. 796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.823038367707282,0.732627834055107,0.770310006408486,0.762994125347119,0.79712849873025,0.810368741014041,0.794164643659256,0.867947836942039,0.904701254604384,0.882825784057379,0.86651693820674,0.899263457787223,0.96093156453222,0.987150576058775
Sample No. 797,1,1,1,1,0.774738430966623,0.834059875378385,0.761738245272078,0.739980120306369,0.817394428154454,0.801559173794463,0.711252909411211,0.841578304559924,0.850533013616689,0.907974886029959,0.899946466283873,0.845905177858658,0.967330951988697,0.996293360088021,0.996489024106413,0.936282583810389,0.992381369322538,0.989418723583221,0.932706105988473,0.972913918718696,1,1,1,1,1,1,1
Sample No. 798,1,1,1,0.781343702693935,0.828979328730144,0.705698933488689,0.72968359958753,0.704979818094522,0.761565649592318,0.800529180491809,0.88949191375915,0.895793499382213,0.883358511948027,0.84362565398775,0.871054303965531,0.989284026157111,0.999312646109611,0.926824901811779,0.978151744119823,0.967898701298982,0.972085085511208,0.958680557142943,0.931848911773413,1,1,1,1,1,1,1,1
Sample No. 799,1,0.761368413282558,0.735605619814247,0.822202881427016,0.689366691607516,0.815833453369793,0.773502692744601,0.702318873374257,0.900837607868947,0.866296236901544,0.888188664957881,0.863800736961886,0.917306861634366,0.93031638706103,0.947342722360045,0.969040194321424,0.944150474742055,0.926740174405277,0.992310445010662,0.989026422221214,0.936518395487219,1,1,1,1,1,1,1,1,1,1
Sample No. 800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.753617976013571,0.733919902438298,0.698381503381766,0.824146439765114,0.830102631614078,0.733892736480571,0.765821455769707,0.904632860931568,0.907958383786492,0.883918556259945,0.916483728062362,0.903009079634212,0.931713131722063,0.942686436213553,0.945420510023832,0.962106289826334
Sample No. 801,1,1,1,1,1,1,1,1,1,1,0.810885562702548,0.741370552733075,0.745979788772762,0.7098755637547,0.809748785909265,0.792796328630298,0.813803456620313,0.844178378411569,0.878279088477604,0.859265291385353,0.914411973700859,0.864818730895408,0.932585116773844,0.938487120233476,0.999044520799071,0.952458764780313,0.974397316649556,0.954544642437249,0.954348150212318,0.953415197301656,1
Sample No. 802,1,1,1,1,1,1,1,1,0.714109177865554,0.775390491135418,0.766637413647491,0.802831891960464,0.741769263242837,0.703351231211796,0.68972304165503,0.911761553640477,0.902381295661442,0.890160068732686,0.913187941766344,0.917912938629277,0.952673518434167,0.935365656521171,0.944553164355457,0.942289462909102,0.974970431998372,0.976976071856916,0.944505298640579,0.978105997201055,1,1,1
Sample No. 803,1,1,1,1,1,0.745719980647787,0.704253049254417,0.774803585700225,0.805324076001067,0.7687791604097,0.825552269049454,0.694433156134561,0.8727339074919,0.914624283547513,0.898525476299226,0.886734946602955,0.848339389327914,0.92910383246839,0.98028337104246,0.951009562071413,0.948293408323079,0.946685720477253,0.956572544220835,0.949952515661716,0.924228976946324,1,1,1,1,1,1
Sample No. 804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.776842823707499
Sample No. 805,1,1,1,1,1,1,1,1,1,1,0.754723722617142,0.6940755247036,0.77092433411302,0.822645294621121,0.824974933233112,0.828642268305644,0.834255063220859,0.846734497535042,0.91182855603192,0.889993913883343,0.849050173599273,0.875364924186841,0.963457132428885,0.932154594399035,0.936909345574677,0.93551507147029,0.994152189847082,0.996993795167655,0.984613922014832,0.97775059171021,1
Sample No. 806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.814579369501676,0.803775637609884,0.73962104914384,0.699385589374229,0.780483572081663,0.79713014339935,0.783215291601606,0.895080280520022
Sample No. 807,1,1,1,1,1,1,0.730125430344138,0.827444074199535,0.789665935096797,0.72091068262374,0.763529413695447,0.83441811984079,0.751730350289959,0.860312516348436,0.855106533426791,0.89656915285904,0.857981067369692,0.837712395498529,0.978219962455332,0.930098693594337,0.962815772108734,0.959401050545275,0.941909783389419,0.954070654176176,0.992786191757768,0.941951995566487,1,1,1,1,1
Sample No. 808,1,1,1,1,1,1,1,1,1,1,1,1,0.720853023232427,0.805195120909717,0.76691898590792,0.784002752859611,0.695798890829552,0.829883071432356,0.815835497750901,0.86208374135755,0.860051654405892,0.905120504769497,0.910805018721148,0.845934830514714,0.923043550103903,0.993784424625337,0.991854961067438,0.996853144802153,0.983711114767939,0.983173382710665,0.957994083184749
Sample No. 809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.729432325462345,0.690656010027975,0.719483422454447,0.716135630851146,0.817539545301348,0.797822209693491,0.83049350546347,0.892660722752102,0.895501256208867,0.85059689458739,0.908329867452383,0.867198126031086,0.935369702763855,0.946106902994216,0.994967380370945,0.940782300196588
Sample No. 810,1,1,1,1,1,1,0.786999823352322,0.719163198479451,0.819434709743597,0.792114194856491,0.819584336878266,0.691941532633733,0.811051201262977,0.859929053721949,0.855066113824956,0.887352675278671,0.898955267341808,0.897154376279563,0.972144143879414,0.992101200018078,0.967052971851081,0.926573084183037,0.932669260688126,0.948298137690872,0.944418715387583,0.953463639039546,1,1,1,1,1
Sample No. 811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 812,1,1,1,1,1,1,1,1,1,1,1,1,1,0.748326661695261,0.826951032703742,0.757568184706848,0.702302568372339,0.726048572001979,0.713405626652762,0.820126364730764,0.885917098617181,0.836396697313525,0.854185726160184,0.898478153272532,0.844341062694788,0.978571112323552,0.98335036508739,0.987821017801762,0.991756019983441,0.935477576572448,0.980200159773231
Sample No. 813,1,1,1,1,1,1,1,1,1,1,0.718259913499001,0.809600397550035,0.776705989662092,0.691526539019775,0.790948259377852,0.733576083580498,0.781356567867566,0.885650578239001,0.915596016050316,0.902230204581283,0.843317888219841,0.91626237319503,0.999615163505077,0.976544025279582,0.953886911273003,0.947201757133007,0.994579720087349,0.952258404772729,0.942971959710121,0.95695998178795,1
Sample No. 814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.700659221796319,0.770967443044297,0.754736344191711,0.78455532333022,0.716855587439146,0.723656057870481,0.789953708917834,0.909743168924004,0.844008237022907,0.87129807321541,0.905285295737907,0.867841674273834,0.930712119508535,0.97008691387251,0.959487177152187,0.950921083558351
Sample No. 815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.687884190679994,0.780087885308545,0.687320467598271,0.806335140032694,0.717177299446426,0.835050824099686,0.726395064058248,0.836477994364686,0.884172478302382
Sample No. 816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 817,1,1,1,0.692617226346862,0.834531236068811,0.717303980771918,0.745068350645248,0.733545530006755,0.703067061713897,0.749479030679446,0.890655904148705,0.858080429350026,0.857989060944878,0.886482193704694,0.873165604752488,0.952453589644283,0.974435467626899,0.940063381940126,0.922764164954424,0.928294006921351,0.989431452080607,0.966682176534087,0.942578878179193,1,1,1,1,1,1,1,1
